timestamp,latitude,longitude,accident,harm,index_right,u,v,key,osmid,highway,length,speed_kph,travel_time,dist_to_edge
2022-01-02 11:35:00,43.094263738,-89.31633054,1,0,1917,53424219,53424225,0,700608776,tertiary,219.16567530047917,40.2335,19.610434863527285,6.770384540803059e-06
2022-01-01 17:09:00,43.140108693,-89.29228558,1,0,13630,258262101,53280312,0,28721880,motorway,595.3062938425074,88.5137,24.21210115307604,2.836222745522527e-05
2022-01-01 07:44:00,43.107245313,-89.33764375,1,0,55,53278463,53438093,0,6641880,residential,461.8231250813433,32.1868,51.65357383439286,5.751372203266015e-05
2022-01-02 10:02:00,43.068791513,-89.39239552,1,0,5983,53493129,53508174,0,6791249,residential,129.98687641185285,35.78807267343486,13.075662368094694,5.098400003869707e-06
2022-01-02 10:02:00,43.068791513,-89.39239552,1,0,6582,53508174,53493129,0,6791249,residential,129.98687641185285,35.78807267343486,13.075662368094694,5.098400003869707e-06
2022-01-02 14:06:00,43.067660269,-89.39921493,1,0,18977,2859302272,1179956582,0,6732499,residential,92.07157909784709,35.78807267343486,9.261680218903974,6.491418922795304e-06
2022-01-02 14:06:00,43.067660269,-89.39921493,1,0,15773,1179956582,2859302272,0,6732499,residential,92.07157909784709,35.78807267343486,9.261680218903974,6.491418922795304e-06
2022-01-01 17:48:00,43.038288959,-89.39413489,1,0,22036,8284422566,450537984,0,494906199,primary,28.122300540869958,56.3269,1.7973700300767814,1.5107463732316801e-05
2022-01-03 19:09:00,43.178978547,-89.28405576,1,0,2051,53425076,2586255738,0,252574551,tertiary,149.05011957972505,44.58354698042482,12.03539123351054,0.012708590337689661
2022-01-03 19:09:00,43.178978547,-89.28405576,1,0,18119,2586255731,53425076,0,252574552,tertiary,150.26831969187526,44.58354698042482,12.133757574924925,0.012708590337689661
2022-01-02 11:46:00,43.097052984,-89.51861967,1,0,145,53279814,53279803,0,"[37825792, 38310355, 37825791]",motorway,751.8685944254653,88.5137,30.57975138234731,0.004977118200436343
2022-01-02 20:10:00,43.056494581,-89.49640433,1,1,14023,439949993,439949994,0,"[6792568, 6654539]",residential,958.6408804179345,35.78807267343486,96.43176934940918,1.0525268623636511e-05
2022-01-02 20:10:00,43.056494581,-89.49640433,1,1,14027,439949994,439949993,0,"[6792568, 6654539]",residential,958.6408804179341,35.78807267343486,96.43176934940915,1.0525268623636511e-05
2022-01-03 10:55:00,43.067554544,-89.29141493,1,1,10749,53600228,53501344,0,129556829,tertiary,120.42644606191219,44.58354698042482,9.724107550555253,2.3269856516288918e-05
2022-01-03 13:08:00,43.182215125,-89.23036234,1,0,14228,447565040,447532375,0,"[549644938, 1460520543]",tertiary,438.81001015984486,44.58354698042482,35.432713266825616,0.0450314062820548
2022-01-03 13:08:00,43.182215125,-89.23036234,1,0,14224,447541864,447532375,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.0450314062820548
2022-01-03 13:08:00,43.182215125,-89.23036234,1,0,14223,447532375,447541864,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.0450314062820548
