edge_id,hour,risk,accidents,y,best_travel_time_s
53460033_4866746057_0,2022-12-31 23:00:00,0.0529243890904305,0,0,232.50440758617657
53459961_237750937_0,2022-12-31 23:00:00,0.0529243890904305,0,0,167.53499819815397
53461758_53456047_0,2022-12-31 23:00:00,0.0529243890904305,0,0,157.98420382495547
53457651_53457640_0,2022-12-31 23:00:00,0.0529243890904305,0,0,328.2391618930865
53456303_53456312_0,2022-12-31 23:00:00,0.0529243890904305,0,0,494.8506745967338
53456312_53456303_0,2022-12-31 23:00:00,0.0529243890904305,0,0,521.7241452716617
53456328_53499272_0,2022-12-31 23:00:00,0.0529243890904305,0,0,251.91711425558694
53456333_53438251_0,2022-12-31 23:00:00,0.0529243890904305,0,0,232.6385848824045
53457631_53457640_0,2022-12-31 23:00:00,0.0529243890904305,0,0,294.08216488425944
53457640_53420483_0,2022-12-31 23:00:00,0.0529243890904305,0,0,311.0364140450633
53457640_53457631_0,2022-12-31 23:00:00,0.0529243890904305,0,0,311.0364140450633
53457640_53457651_0,2022-12-31 23:00:00,0.0529243890904305,0,0,311.0364140450633
53458197_452150656_0,2022-12-31 23:00:00,0.0529243890904305,0,0,479.13968237958545
53458210_3744983786_0,2022-12-31 23:00:00,0.0529243890904305,0,0,334.7849953940338
53458239_53509392_0,2022-12-31 23:00:00,0.0529243890904305,0,0,351.71958395165666
53458315_53458316_0,2022-12-31 23:00:00,0.0529243890904305,0,0,370.44148453168765
53458316_53498768_0,2022-12-31 23:00:00,0.0529243890904305,0,0,373.59111837619525
53458753_2397822469_0,2022-12-31 23:00:00,0.0529243890904305,0,0,132.15419952028932
53458753_482804867_0,2022-12-31 23:00:00,0.0529243890904305,0,0,132.15419952028932
53459629_53459631_0,2022-12-31 23:00:00,0.0529243890904305,0,0,505.523040086963
53459631_53459629_0,2022-12-31 23:00:00,0.0529243890904305,0,0,477.4518823891825
53461749_37924361_0,2022-12-31 23:00:00,0.0529243890904305,0,0,136.66280708215334
